hid,did,uid,uname,ulink,checkindate,content,reply,CITY
1863532734,4505051012,4326408913,懵懵懵1994,http://www.xiaozhu.com/fangke/4326408913/,2016-09,第一次来住，感觉非常好，花花姐人很好，还去地铁去接我，有次迷路给她打电话二话不说就骑着拉风小电瓶车去接我，很感动，阿姨人也非常好，非常热情，菜烧得很好吃每次都吃的饱饱的，这里的小伙伴们也非常友善，大家都和和气气的，有种家的感觉，一句话概括：就是棒棒的！以后有机会我还是会回来住的！,,sh
1863532734,4493579712,3513121629,你说好的幸福呢,http://www.xiaozhu.com/fangke/3513121629/,2016-08,地铁站不远，方便，房东人也漂亮，挺好的，还亲自到地铁站来接，住宿环境不错，值得推荐。,,sh
1863532734,4445360612,4390940813,大白在上海,http://www.xiaozhu.com/fangke/4390940813/,2016-08,安静，舒适,,sh
1863532734,4345163912,4323383513,PrinceH,http://www.xiaozhu.com/fangke/4323383513/,2016-08,花花姐人很漂亮，当然最重要的是对人好呀，才来上海，能住这里很棒，明天去找工作。加油。,,sh
1863532734,4341277212,1949283471,qindongqd,http://www.xiaozhu.com/fangke/1949283471/,2016-08,位置在地铁2号线徐泾东站附近，交通方便 别墅式的构造，环境干净整洁，阿姨人特别好，非常热心，住在这里有种回家的感觉。,,sh
1863532734,4274872312,4117933029,喵_sy,http://www.xiaozhu.com/fangke/4117933029/,2016-08,每天有早餐和晚饭哦，对于出门在外又爱惜身体的你是个很好的选择。住在里面的朋友很快就能让你感觉回到家一般亲切。有美丽细心的花花姐和爱说话更爱笑的阿姨，还有一个帅帅的阿彬！还有一只可耐的小喵。我住了一个礼拜，一直住的话也是个不错的选择。花花小栈绝对值得你选择。,,sh
1863532734,4088630328,3422319329,tangjunping,http://www.xiaozhu.com/fangke/3422319329/,2016-06,在徐泾东站，从南京东路坐地铁要40分钟，下车后阿姨接了我去她家，是一栋别墅，环境好好，有免费早餐吃，还有一位很漂亮的花花姐，住在那里很安静，阿姨很好，一家都很温馨，在那吃一餐饭只要10元或15元，跟在家一样！还会去的。,,sh
1863532734,3994183628,2767958663,wendy7411,http://www.xiaozhu.com/fangke/2767958663/,2016-05,特别好的姐姐和阿姨，有早餐吃，干净整洁极高性价比。。有机会还会再来的,,sh
1863532734,3989827328,3219557429,lavender9333,http://www.xiaozhu.com/fangke/3219557429/,2016-06,"全五星，住宿家里的环境很棒，花花姐,阿姨等等都很亲切，两个月的暑假，因缘巧合在这边定了半个月，结果半月到期又续了一个半月。每天最幸福的就是躺在家里的大沙发上看看电视玩猫了。。。祝生意兴隆！",,sh
1863532734,3849950328,3236101429,文珪,http://www.xiaozhu.com/fangke/3236101429/,2016-07,非常好，下次有机会，还会来,,sh
1863532734,3693664728,3236101429,文珪,http://www.xiaozhu.com/fangke/3236101429/,2016-06,非常好！能住这里很高兴。,,sh
1863532734,3687140728,3488952829,繁花待樜,http://www.xiaozhu.com/fangke/3488952829/,2016-07,房东姐姐超级nice，每天早上阿姨都会烧早饭，是一个超级大的别墅，有超多个不同主题风格的房间，还有日式榻榻米，真的是特别好的一次居住，值得推荐。,,sh
1863532734,3679433928,3512474729,Chinaxu,http://www.xiaozhu.com/fangke/3512474729/,2016-07,很好的一大家子，希望有机会再住！,,sh
1863532734,3570571528,3311570929,iio8,http://www.xiaozhu.com/fangke/3311570929/,2016-07,住的很好 阿姨的菜挺好吃的 而且人也挺好,,sh
1863532734,3509686228,2685606563,wzyfdcg,http://www.xiaozhu.com/fangke/2685606563/,2016-06,是一栋别墅，离地铁二号线和会展中心很近。房东母女人很好，很热情，还有免费早餐哟。也可以和他们一起吃午饭和晚饭，饭菜味道好极了，物有所值。花花是一位很有个人和魅力的妹子，别墅装饰设计得挺好，简洁大气，活动的空间超大，人呆在里面很舒服。多住几天的话，能认识很多来魔都寻梦的年轻人，大家一起在客厅交流的感觉，杠杠的。,,sh
1863532734,3475038728,3261130129,三分糖,http://www.xiaozhu.com/fangke/3261130129/,2016-06,我自己一个人来这边，东西好多的，19号到了之后，花花姐来地铁口接的。家里走去地铁口就十多分钟的样子。家里很温馨，很大，设备齐全，很方便。花花姐很漂亮，阿姨做的菜也好吃。刚刚毕业过来找工作，运气挺好工作已经找到了，后来每天下班回家的感觉都很好，没有很大的一个人在外的落寞的感觉。然后很感谢小猪短租这个平台，也感谢花花姐，希望小猪短租越来越好，花花姐的店也越办约好，生意也越来越好。有机会也会给别人推荐，好的也要与大家一同分享。,,sh
1863532734,3416612728,3263192929,敦睦资产,http://www.xiaozhu.com/fangke/3263192929/,2016-06,房东是个非常友好善良的人，由于是晚上11点的火车，11.40到小区里，晚上比较黑，花姐亲自骑电动车到小区接我，更让我感到的是我本来定的是睡沙发，花姐嫌客厅太热，又给我安排了一间带空调的。第一次使用小猪找房，体验非常好，下次还来。,,sh
1863532734,3373297628,2989014563,小斌也,http://www.xiaozhu.com/fangke/2989014563/,2016-06,一个字：棒 两个字：很棒 三个字：太棒了 房东姐姐是个大美女哦，花花姐就像一个邻家大姐姐一样，和我谈了很多，教了我很多，感谢花花姐。阿姨和蔼可亲，人很随和，很热情，还给我做饭吃，很感谢阿姨。在这里有家的感觉，可以交流很多朋友。下次来上海，我还会来这里滴。,,sh
1863532734,3294049328,2866809863,rapbit,http://www.xiaozhu.com/fangke/2866809863/,2016-06,太赞啦 阿姨和姐姐人都特别好 不拿人当外人 就像住自己家一样~下次还来的！！！,,sh
1863532734,3275944628,3059280629,苏子有点,http://www.xiaozhu.com/fangke/3059280629/,2016-06,只想说，我还会回来的，哇哈哈,,sh
1863532734,3270119428,3163761329,anning816,http://www.xiaozhu.com/fangke/3163761329/,2016-06,很喜欢这里^^环境和交通都很满意，离地铁10分钟步行距离。家一样的感觉，阿姨和花花姐人都好好，花花姐很瘦，阿姨好可爱^^哈哈 ，这里入住的房客陆陆续续，有时候大家会一起聊的很融洽，我是个慢热的人，可能和聊的不是特别多，但是打心底挺喜欢这里的人 感谢阿姨的早餐，每天那么早做早餐真的是非常感谢啊！ 家里还有花花姐淘来的一些油画，很有艺术氛围 这些都是这几天真心的感受 来上海的小伙伴们可以作为参考哦,,sh
1863532734,3014375628,2987256563,yuqisu,http://www.xiaozhu.com/fangke/2987256563/,2016-05,姐姐人超级好！住宿也很舒服,,sh
1863532734,2884297962,2135773360,vi0h,http://www.xiaozhu.com/fangke/2135773360/,2016-05,住了一晚第二天回到自己家不适应睡不着了，你说好不好！我都想拎着包搬过去长住了，早上起来吃着阿姨煮的美味早点上班去，下班回来跟母女两唠唠家常，说说理想谈谈人生，分享交流创业心得…房子布置很精致用心，阿姨很好，忒亲切！花大美人很健谈也很漂亮，出水芙蓉邻家小妹般，离开时还送我到门口，至今我头上苞还在，这不多回头看了两眼美女结果就撞电线杆去了！,,sh
1863532734,2849161762,1072089778,135vic,http://www.xiaozhu.com/fangke/1072089778/,2016-05,实际上是一间别墅，在好高大上的别墅社区中，有三层，房间众多，客厅超大。离地铁徐泾东站走约十五分钟即到，非常方便。店老板真是一位美女，非常色热情好客，很多时候会给房客提供免费早餐，我回的比较晚，美女老板还会微信提醒我地铁即将收班。强烈推荐该短租房，有机会我还会再来。,,sh
1863532734,2843355362,2806966263,筱桀0,http://www.xiaozhu.com/fangke/2806966263/,2016-04,火車來的比較晚 到虹橋火車站的時候已經只剩下二號線了 老板專門來接送233 服務周到給好評！,,sh
1863532734,2756835662,1888214239,紫陶,http://www.xiaozhu.com/fangke/1888214239/,2016-04,聊了很多也说了很多看到你一点一点的努力，那么用心的去经营自己喜欢的事为你点，还有可口的早餐，真是贴心，会再来的,和你聊的特别开心，真的希望能够再见，你的不是小聪明，我觉得是大智慧，如果有一天我做出自己梦想的房子，我一定邀请你来住，也要和你探讨我的不足，你的话很实际，我会听取，努力让自己更好。漂亮的阿姨，其实如果你不说，别人会以为你是漂亮的姐姐呢期待我们的下次相遇！,sh
1863532734,2699369262,2689023163,那口虫,http://www.xiaozhu.com/fangke/2689023163/,2016-04,环境很好，还有阿姨也不错,谢谢你的点评哦，我会继续努力的,sh
2509685963,4228480612,3454802329,Tinal99,http://www.xiaozhu.com/fangke/3454802329/,2016-08,室内还是不错的，在高层，能看到苏州河，比较通风。在上海能有这么便宜的单间是性价比挺高的。老板人也比较好。就是交通不太方便，每次出行需要转公交或者打车才到地铁站，然后一个多小时地铁到上海市区。总体来说性价比还是可以的。,,sh
2509685963,3777859428,1747118435,与子偕老Gjr,http://www.xiaozhu.com/fangke/1747118435/,2016-06,卧室很大而且安静，窗户外面可以看到苏州河，晚上的夜景很美，住了两个晚上，交通不是特别方便，但是外卖很速度，在河边，不用空调，开窗户很大的风，特别舒服 房东人很好，离开地铁口比较远，下地铁口打车过去的，房东很热情的到门口去接，走的那天下暴雨，房东很热心的帮我叫车。,美女活泼开朗，很健谈。素质很好，很安静，房间整理得非常干净，,sh
2509685963,3767682628,3627677829,gcum,http://www.xiaozhu.com/fangke/3627677829/,2016-07,房东人超级好，会给你提供上海公交卡以及自行车，如果你有什么需求都可以跟房东说，可以满足的都会帮你解决。哦对了，价格特别合算，这边属于上海郊区，不过这个价格可以住单间真的是太棒了！最后，房东人超级好，超级好！嘻嘻嘻～,谢谢中国好房客！,sh
2509685963,2542406862,2452495063,pbfr,http://www.xiaozhu.com/fangke/2452495063/,2016-03,太棒了，房东人超好！,"很有礼貌小伙子, 房间整理得很干净, 很有上进心.千里迢迢来上海参加培训讲座, 祝你事业成功!",sh
1032078860,3723737828,2051511382,fydwangshan,http://www.xiaozhu.com/fangke/2051511382/,2016-07,哥人很好，怕我找不到，到车站接我。晚上做晚饭给大家吃，鸡翅的味道很好～附近生活很方便，超市商城都有，来沪短期旅行的人很适合，性价比很高。,95小伙子很礼貌，就是太客气咯，来的都是客人，希望他开心～,sh
1032078860,3639021628,3358801129,YINGYING辣椒杀手,http://www.xiaozhu.com/fangke/3358801129/,2016-07,房东夫妇都是90后，很热情。他们工作很忙。,很不错的房客，有礼貌，很客气。居住的几天给人印象很好。,sh
1032078860,2609485662,2463979863,香蕉共和国,http://www.xiaozhu.com/fangke/2463979863/,2016-03,房东夫妇人很热情，也非常照顾人。做的菜很好吃，入住的时间很愉快～,很不错的小姑娘，独自来打拼不容易～～,sh
3286307129,4539534512,4352108113,gbj9,http://www.xiaozhu.com/fangke/4352108113/,2016-08,很不错，房间很干净，里面东西挺全的，住的蛮舒服,,sh
3286307129,4343170312,3496432729,weeken,http://www.xiaozhu.com/fangke/3496432729/,2016-07,房东人可以，房子离6号线近，也有很多公交站，出行方便。好评。,很不错，有为青年，加油,sh
1585356035,3497754628,2530855663,奇士,http://www.xiaozhu.com/fangke/2530855663/,2016-06,这次居住，非常满意，希望以后能有机会再去上海吧！,很开朗的男生，非常爱护家，离开时将房间收拾得非常整齐，非常值得推荐给各位房东。,sh
1585356035,2046045281,1666744635,khuang1983,http://www.xiaozhu.com/fangke/1666744635/,2016-01,很不错的小伙…加油努力哦,,sh
1585356035,1699666134,1673636335,杜婷0522,http://www.xiaozhu.com/fangke/1673636335/,2015-11,哈哈，我们的房东大人是一个非常细心的人，作为一个女孩子家家的，我都觉得没有他那么细心，人也非常好相处，比住到外面那些宾馆 ，旅店要多一份亲切感，有家里的感觉，希望有机会还可以再去住，是一次非常开心的短租。,很开朗的小姑娘，也非常有礼貌，来上海玩，欢迎下次再来哦。,sh
3224505430,4480173512,4264785813,robin1867,http://www.xiaozhu.com/fangke/4264785813/,2016-08,房东姐姐人很Nice，入住体验好,,sh
3224505430,4325868412,3902774829,天天天晴天,http://www.xiaozhu.com/fangke/3902774829/,2016-08,地理位置很好，靠近13号线金运路，下车七八分钟就到，旁边是万达广场江桥店，买东西吃饭都很方便，尤其晚上很热闹。小区有个侧门进去很方便，可以少走很多路。房间很小，一个人住感觉有点转不过来身，空调很足，屋子地面不太干净，刚进去的时候还看到一个蜈蚣，洗手间的马桶前面总是有一滩水，上厕所不太方便，隔壁房间同住的人有的不太讲卫生，上完厕所不冲水，还有的早上六点多就开始大吵大闹，跟房东就见过一面，感觉人挺好说话的，一直问有什么需要的给她打电话。加上空调一天80还可以，床很舒服。,,sh
