hid,did,uid,uname,ulink,checkindate,content,reply,CITY
631340400,3780241628,2413062563,飞鱼crazy,http://www.xiaozhu.com/fangke/2413062563/,2016-07,挺不错的，附近餐馆，菜市场都挺近的，很方便，去火车东站也是个起步价就到。虽然小区比较旧，不过考虑到价格和位置，性价比还是挺高的,,cd
631340400,3763012428,1898052471,sy5f,http://www.xiaozhu.com/fangke/1898052471/,2016-07,第二次住了,感谢您的好评！希望下次再见！,cd
631340400,3397662528,2425582063,l针叶林,http://www.xiaozhu.com/fangke/2425582063/,2016-05,便宜，温馨的小屋。适合学生！哈哈,感谢您的好评！你说的是实话哈,cd
631340400,3282564328,2879305563,小主的生活,http://www.xiaozhu.com/fangke/2879305563/,2016-05,房间非常干净整洁卫生，而且房东人很随和。是个顶层复式楼，房间很多。有自来水、空调、洗衣机、电吹风、阳台。周边设施也非常齐全，有学校、商店、饭馆餐馆。公交车也很多，交通很便利。最重要的是小区很安静，不吵闹。治安也不错。安全是绝对可以放心的。几天住下来，感觉非常棒，下次如果来成都，一定还是会选择这里的。,,cd
631340400,2958447262,2879305563,小主的生活,http://www.xiaozhu.com/fangke/2879305563/,2016-05,房东姐姐随和，很好说话。房间干净卫生，小区周边设施齐全，应有尽有。一出小区侧门有家川菜馆，味道好极了，吃饭能吃到自己喜欢的川菜，真是幸福惨了。超市，水果店也都有，生活起来真是很方便。另外，治安问题也根本不问担心，小区来来往往的人不算多，且很少能看到不文明现象发生。关键是地理位置也不错，交通比较便利。去高铁站比较近，我平时喜欢打篮球，附近就有篮球场。想出去逛逛也很方便。以上都是我入住后的真实感受。,哇，还拍了这么多照片！感谢您的好评！一直担心你在这儿会住的不满意，放心啦！出差在外，希望这里能有家的感觉！,cd
631340400,2950639562,1194873455,雯雯宝宝,http://www.xiaozhu.com/fangke/1194873455/,2016-05,温馨的小家真的很受欢迎，主要是房东姐姐太好了。这个月又定满了。祝房东姐姐生意兴隆。,感谢你和大家对这间房的不讨厌，甚至有点喜欢，我太高兴了！我尽量做到简单但不失干净吧！,cd
631340400,2929454262,2425582063,l针叶林,http://www.xiaozhu.com/fangke/2425582063/,2016-05,每次都去 哈哈,感谢您的好评！多次的入住，自然就如朋友般默契……,cd
631340400,2886878262,1848724435,qifm,http://www.xiaozhu.com/fangke/1848724435/,2016-04,非常好，第二次了！谢谢姐姐,感谢您的好评！非常直爽的老房客，很高兴你再次的选择！,cd
631340400,2746472562,1194873455,雯雯宝宝,http://www.xiaozhu.com/fangke/1194873455/,2016-04,房东姐姐很好，就是还没买懒人沙发。,感谢您的好评！这段时间一是忙，二是懒，统一回复。谢谢你们！,cd
631340400,2723457662,2638526263,深拥不及永伴i,http://www.xiaozhu.com/fangke/2638526263/,2016-04,老板是个美女姐姐，人也好，又热情，给我们讲解附近的旅游景点，还专门去车站接我们，房子有露天的阳台，很干净，东西也很齐全。最让人高兴的是，连睡觉的被子都有股太阳的味道。还有一个很热心的长住的房客。下次再来成都的话还会住这的。,感谢您的好评！这段时间一是忙，二是懒，统一回复。谢谢你们！,cd
